node,psi,pi,parent,depth,subtree_hub,degree,pos_x,pos_y,pos_tree_x,pos_tree_y
85,0.06772008698020889,0.004586010180607057,10,2,3,2,-0.026283165896426087,-0.9785182911945415,47.5,4.0
86,0.02461587144512213,0.0006059411270027791,46,3,3,2,-0.533364057074521,-0.871082445413137,31.5,6.0
87,0.06909233402250942,0.004773750620678012,9,2,3,2,0.834814646990879,-0.46524046044772627,43.5,4.0
88,0.1139822336668631,0.012991949591687379,9,2,3,3,-0.22364227658343555,0.9609417023125583,44.5,4.0
89,0.15486527560407276,0.023983253587925413,3,1,3,2,0.2694494367857057,-0.9575405981933579,72.5,2.0
90,0.04352172167756191,0.001894140257779162,14,3,3,2,-0.8875119936990192,0.3592917976391832,35.5,6.0
91,0.040863021585603294,0.0016697865331054807,27,3,3,2,0.018119183978965052,-0.9182653306086815,8.5,6.0
92,0.05376859485753272,0.002891061792953494,20,2,3,2,0.9479608225805062,0.2392426037715732,61.5,4.0
93,0.1706341200349579,0.02911600292010442,3,1,3,2,-0.28686628258865277,0.809960420475008,73.5,2.0
94,0.04882219424795107,0.0023836066511846664,23,3,3,2,0.8389442511895364,-0.3840151901491085,7.5,6.0
95,0.1612695174693262,0.026007857264789304,0,2,3,2,-0.5223923049702218,-0.7749534800481166,12.5,4.0
96,0.15769671771826888,0.024868254779115376,3,1,3,2,-0.4762747094719457,0.9008452916398729,74.5,2.0
97,0.04858593308296022,0.0023605928935418884,14,3,3,2,0.9073132216461267,-0.019751127226969128,36.5,6.0
98,0.032389026546243344,0.001049049040613256,45,3,3,2,-0.8188017297978789,-0.4943690437206819,10.5,6.0
99,0.07966520717913478,0.006346545234894467,8,3,3,2,-0.9868065041046739,-0.06716443478403085,4.5,6.0
