algo,t,mean_group,std_group,mean_hub,std_hub,cum_pulls
Coop-UCB2,143,128.33333333333334,3.704351795148811,3.5833333333333335,0.5892556509887895,2860.0
Coop-UCB2,144,128.58333333333334,3.991310004942682,3.5833333333333335,0.5892556509887895,2880.0
Coop-UCB2,145,128.58333333333334,3.991310004942682,3.5833333333333335,0.5892556509887895,2900.0
Coop-UCB2,146,128.83333333333334,4.032851210854287,3.5833333333333335,0.5892556509887895,2920.0
Coop-UCB2,147,128.83333333333334,4.032851210854287,3.5833333333333335,0.5892556509887895,2940.0
Coop-UCB2,148,129.16666666666666,4.134878743351758,3.5833333333333335,0.5892556509887895,2960.0
Coop-UCB2,149,129.16666666666666,4.134878743351758,3.5833333333333335,0.5892556509887895,2980.0
Coop-UCB2,150,129.16666666666666,4.134878743351758,3.5833333333333335,0.5892556509887895,3000.0
Coop-UCB2,151,129.5,4.476792006187765,3.5833333333333335,0.5892556509887895,3020.0
Coop-UCB2,152,129.83333333333334,4.840511910485868,3.5833333333333335,0.5892556509887895,3040.0
Coop-UCB2,153,129.83333333333334,4.840511910485868,3.5833333333333335,0.5892556509887895,3060.0
Coop-UCB2,154,129.83333333333334,4.840511910485868,3.5833333333333335,0.5892556509887895,3080.0
Coop-UCB2,155,130.0,4.877670208887299,3.5833333333333335,0.5892556509887895,3100.0
Coop-UCB2,156,130.5,5.053876400018768,3.5833333333333335,0.5892556509887895,3120.0
Coop-UCB2,157,130.66666666666666,5.132954531478164,3.5833333333333335,0.5892556509887895,3140.0
Coop-UCB2,158,131.0,5.318991132410983,3.5833333333333335,0.5892556509887895,3160.0
Coop-UCB2,159,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3180.0
Coop-UCB2,160,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3200.0
Coop-UCB2,161,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3220.0
Coop-UCB2,162,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3240.0
Coop-UCB2,163,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3260.0
Coop-UCB2,164,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3280.0
Coop-UCB2,165,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3300.0
Coop-UCB2,166,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3320.0
Coop-UCB2,167,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3340.0
Coop-UCB2,168,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3360.0
Coop-UCB2,169,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3380.0
Coop-UCB2,170,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3400.0
Coop-UCB2,171,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3420.0
Coop-UCB2,172,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3440.0
Coop-UCB2,173,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3460.0
Coop-UCB2,174,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3480.0
Coop-UCB2,175,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3500.0
Coop-UCB2,176,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3520.0
Coop-UCB2,177,131.58333333333334,5.723974920358132,3.5833333333333335,0.5892556509887895,3540.0
Coop-UCB2,178,131.83333333333334,5.3709610147740054,3.5833333333333335,0.5892556509887895,3560.0
Coop-UCB2,179,133.08333333333334,3.6074768036522276,3.5833333333333335,0.5892556509887895,3580.0
Coop-UCB2,180,133.08333333333334,3.6074768036522276,3.5833333333333335,0.5892556509887895,3600.0
Coop-UCB2,181,133.41666666666666,3.1380283972937884,3.5833333333333335,0.5892556509887895,3620.0
Coop-UCB2,182,133.41666666666666,3.1380283972937884,3.5833333333333335,0.5892556509887895,3640.0
Coop-UCB2,183,133.41666666666666,3.1380283972937884,3.5833333333333335,0.5892556509887895,3660.0
Coop-UCB2,184,133.41666666666666,3.1380283972937884,3.5833333333333335,0.5892556509887895,3680.0
Coop-UCB2,185,133.41666666666666,3.1380283972937884,3.5833333333333335,0.5892556509887895,3700.0
Coop-UCB2,186,133.41666666666666,3.1380283972937884,3.5833333333333335,0.5892556509887895,3720.0
Coop-UCB2,187,133.58333333333334,2.9035418983640575,3.5833333333333335,0.5892556509887895,3740.0
Coop-UCB2,188,133.75,2.669269563007828,3.5833333333333335,0.5892556509887895,3760.0
Coop-UCB2,189,134.08333333333334,2.889155970559953,3.5833333333333335,0.5892556509887895,3780.0
Coop-UCB2,190,135.75,4.596194077712559,3.9166666666666665,0.11785113019775792,3800.0
Coop-UCB2,191,135.75,4.596194077712559,3.9166666666666665,0.11785113019775792,3820.0
Coop-UCB2,192,135.91666666666666,4.611278444085641,3.9166666666666665,0.11785113019775792,3840.0
Coop-UCB2,193,136.41666666666666,4.727284867894277,3.9166666666666665,0.11785113019775792,3860.0
Coop-UCB2,194,137.08333333333334,5.034602488997738,4.083333333333333,0.31180478223116176,3880.0
Coop-UCB2,195,137.75,5.488624600025037,4.083333333333333,0.31180478223116176,3900.0
Coop-UCB2,196,138.41666666666666,6.056447436868874,4.083333333333333,0.31180478223116176,3920.0
Coop-UCB2,197,139.41666666666666,6.259437319404641,4.25,0.5400617248673217,3940.0
Coop-UCB2,198,141.08333333333334,7.349414186783113,4.416666666666667,0.7728015412913086,3960.0
Coop-UCB2,199,142.91666666666666,8.4516599290054,4.416666666666667,0.7728015412913086,3980.0
Coop-UCB2,200,143.41666666666666,9.111195799064408,4.416666666666667,0.7728015412913086,4000.0
EigenTreeUCB,1,0.0,0.0,0.0,0.0,0.0
EigenTreeUCB,2,7.083333333333333,0.23570226039551584,0.4166666666666667,0.11785113019775792,20.0
EigenTreeUCB,3,7.083333333333333,0.23570226039551584,0.4166666666666667,0.11785113019775792,20.0
EigenTreeUCB,4,7.083333333333333,0.23570226039551584,0.4166666666666667,0.11785113019775792,20.0
EigenTreeUCB,5,7.083333333333333,0.23570226039551584,0.4166666666666667,0.11785113019775792,20.0
EigenTreeUCB,6,7.166666666666667,0.31180478223116176,0.5,0.2041241452319315,21.0
EigenTreeUCB,7,7.166666666666667,0.31180478223116176,0.5,0.2041241452319315,21.0
EigenTreeUCB,8,7.166666666666667,0.31180478223116176,0.5,0.2041241452319315,21.0
EigenTreeUCB,9,8.75,2.48327740429189,0.5,0.2041241452319315,40.0
