t,group_regret
1365,246.66666666666657
1366,246.66666666666657
1367,246.66666666666657
1368,246.66666666666657
1369,246.66666666666657
1370,246.66666666666657
1371,246.66666666666657
1372,246.66666666666657
1373,246.66666666666657
1374,246.66666666666657
1375,246.66666666666657
1376,246.66666666666657
1377,246.66666666666657
1378,246.66666666666657
1379,246.66666666666657
1380,246.66666666666657
1381,246.66666666666657
1382,246.66666666666657
1383,246.66666666666657
1384,246.66666666666657
1385,246.66666666666657
1386,246.66666666666657
1387,246.66666666666657
1388,246.66666666666657
1389,246.66666666666657
1390,246.66666666666657
1391,246.66666666666657
1392,246.66666666666657
1393,246.66666666666657
1394,246.66666666666657
1395,246.66666666666657
1396,246.66666666666657
1397,246.66666666666657
1398,246.66666666666657
1399,246.66666666666657
1400,246.77777777777771
1401,246.77777777777771
1402,246.77777777777771
1403,246.77777777777771
1404,246.77777777777771
1405,246.77777777777771
1406,246.77777777777771
1407,246.77777777777771
1408,246.77777777777771
1409,246.77777777777771
1410,246.77777777777771
1411,246.77777777777771
1412,246.77777777777771
1413,246.77777777777771
1414,246.77777777777771
1415,246.77777777777771
1416,246.77777777777771
1417,246.77777777777771
1418,246.77777777777771
1419,246.77777777777771
1420,246.77777777777771
1421,246.77777777777771
1422,246.77777777777771
1423,246.77777777777771
1424,246.77777777777771
1425,246.77777777777771
1426,246.77777777777771
1427,246.77777777777771
1428,246.77777777777771
1429,246.77777777777771
1430,246.77777777777771
1431,246.77777777777771
1432,246.77777777777771
1433,246.77777777777771
1434,246.77777777777771
1435,246.77777777777771
1436,246.77777777777771
1437,246.77777777777771
1438,246.77777777777771
1439,246.77777777777771
1440,246.77777777777771
1441,246.77777777777771
1442,246.77777777777771
1443,246.77777777777771
1444,246.77777777777771
1445,246.77777777777771
1446,246.77777777777771
1447,246.77777777777771
1448,246.77777777777771
1449,246.77777777777771
1450,246.77777777777771
1451,246.77777777777771
1452,246.77777777777771
1453,246.77777777777771
1454,246.77777777777771
1455,246.77777777777771
1456,246.77777777777771
1457,246.77777777777771
1458,246.77777777777771
1459,246.77777777777771
1460,246.77777777777771
1461,246.77777777777771
1462,246.77777777777771
1463,246.77777777777771
1464,246.77777777777771
1465,246.77777777777771
1466,246.77777777777771
1467,246.77777777777771
1468,246.77777777777771
1469,246.77777777777771
1470,246.77777777777771
1471,246.77777777777771
1472,246.77777777777771
1473,246.77777777777771
1474,246.77777777777771
1475,246.77777777777771
1476,246.77777777777771
1477,246.77777777777771
1478,246.77777777777771
1479,246.77777777777771
1480,246.8888888888888
1481,246.8888888888888
1482,246.8888888888888
1483,246.8888888888888
1484,246.8888888888888
1485,246.8888888888888
1486,246.8888888888888
1487,246.8888888888888
1488,246.8888888888888
1489,246.8888888888888
1490,246.8888888888888
1491,246.8888888888888
1492,246.8888888888888
1493,246.8888888888888
1494,246.8888888888888
1495,246.8888888888888
1496,247.44444444444434
1497,247.44444444444434
1498,247.44444444444434
1499,247.44444444444434
1500,257.4444444444444
1501,257.4444444444444
1502,257.4444444444444
1503,257.4444444444444
1504,257.4444444444444
1505,257.4444444444444
1506,257.4444444444444
1507,257.4444444444444
1508,257.4444444444444
1509,257.4444444444444
1510,257.4444444444444
1511,257.4444444444444
1512,263.5555555555555
1513,263.5555555555555
1514,263.5555555555555
1515,263.5555555555555
1516,263.5555555555555
1517,263.5555555555555
1518,263.5555555555555
1519,263.5555555555555
1520,263.5555555555555
1521,263.5555555555555
1522,263.5555555555555
1523,263.5555555555555
1524,263.5555555555555
1525,263.5555555555555
1526,263.5555555555555
1527,263.5555555555555
1528,263.5555555555555
1529,263.5555555555555
1530,263.5555555555555
1531,263.5555555555555
1532,263.5555555555555
1533,263.5555555555555
1534,263.5555555555555
1535,263.5555555555555
1536,263.5555555555555
1537,263.5555555555555
1538,263.5555555555555
1539,263.5555555555555
1540,263.5555555555555
1541,263.5555555555555
1542,263.5555555555555
1543,263.5555555555555
1544,263.5555555555555
1545,263.5555555555555
1546,263.5555555555555
1547,263.5555555555555
1548,263.5555555555555
1549,263.5555555555555
1550,263.5555555555555
1551,263.5555555555555
1552,263.5555555555555
1553,263.5555555555555
1554,263.5555555555555
1555,263.5555555555555
1556,263.5555555555555
1557,263.5555555555555
1558,263.5555555555555
1559,263.5555555555555
1560,263.5555555555555
1561,263.5555555555555
1562,263.5555555555555
1563,263.5555555555555
1564,263.5555555555555
1565,263.5555555555555
1566,263.5555555555555
1567,263.5555555555555
1568,263.5555555555555
1569,263.5555555555555
1570,263.5555555555555
1571,263.5555555555555
1572,263.5555555555555
1573,263.5555555555555
1574,263.5555555555555
1575,263.5555555555555
1576,263.5555555555555
1577,263.5555555555555
1578,263.5555555555555
1579,263.5555555555555
1580,263.5555555555555
1581,263.5555555555555
1582,263.5555555555555
1583,263.5555555555555
1584,263.5555555555555
1585,263.5555555555555
1586,263.5555555555555
1587,263.5555555555555
